,loss,accuracy,updated_mean_io_u,val_loss,val_accuracy,val_updated_mean_io_u,lr
0,0.6944814324378967,0.9111747145652771,0.08542930334806442,0.5955690741539001,0.8506293892860413,0.18551009893417358,0.0010000000474974513
1,0.5035650134086609,0.872248649597168,0.22304530441761017,0.5249795913696289,0.8456564545631409,0.2553892135620117,0.0010000000474974513
2,0.4513281285762787,0.8617346286773682,0.27943527698516846,0.4984346926212311,0.8365132808685303,0.28771764039993286,0.0010000000474974513
3,0.42137792706489563,0.855597972869873,0.3122517764568329,0.4745256006717682,0.8257447481155396,0.32182151079177856,0.0010000000474974513
4,0.40093404054641724,0.8512779474258423,0.3353845477104187,0.4604111313819885,0.8235548734664917,0.33621853590011597,0.0010000000474974513
5,0.3827245235443115,0.8477468490600586,0.3565865755081177,0.4507156014442444,0.8325079679489136,0.3477779030799866,0.0010000000474974513
6,0.36856573820114136,0.8452457189559937,0.3729654550552368,0.44460350275039673,0.8238087892532349,0.3593268394470215,0.0010000000474974513
7,0.35643795132637024,0.8430867195129395,0.38697606325149536,0.44198670983314514,0.8271664977073669,0.36500102281570435,0.0010000000474974513
8,0.34548524022102356,0.840458333492279,0.4009464383125305,0.43931692838668823,0.8296980857849121,0.3710845410823822,0.0010000000474974513
9,0.33619046211242676,0.8392096757888794,0.41153597831726074,0.43992289900779724,0.8251217603683472,0.3762485086917877,0.0010000000474974513
10,0.32600611448287964,0.8380836248397827,0.4245118498802185,0.43370863795280457,0.8089040517807007,0.38285961747169495,0.0010000000474974513
11,0.31869494915008545,0.836365818977356,0.4329261779785156,0.4336302578449249,0.8082774877548218,0.3909994065761566,0.0010000000474974513
12,0.31187400221824646,0.8355699181556702,0.4420745372772217,0.437350869178772,0.8273210525512695,0.38322848081588745,0.0010000000474974513
13,0.30350083112716675,0.834640622138977,0.45152440667152405,0.43877726793289185,0.8238916397094727,0.38236355781555176,0.0010000000474974513
14,0.27878352999687195,0.8317065834999084,0.4815451502799988,0.41590064764022827,0.8142768144607544,0.41297096014022827,0.00010000000474974513
15,0.2718167006969452,0.8302304148674011,0.4919954240322113,0.4163312315940857,0.8127633333206177,0.41546398401260376,0.00010000000474974513
16,0.26931795477867126,0.8300066590309143,0.4952135980129242,0.4193883240222931,0.8171291351318359,0.41463905572891235,0.00010000000474974513
17,0.2662224769592285,0.8296164870262146,0.49886757135391235,0.421159029006958,0.81511390209198,0.4158511161804199,0.00010000000474974513
18,0.2626288831233978,0.8296969532966614,0.5019549131393433,0.41649559140205383,0.8135321736335754,0.4190369248390198,1.0000000656873453e-05
19,0.2629467844963074,0.8297498226165771,0.5019711256027222,0.4153260886669159,0.8150869607925415,0.4192023277282715,1.0000000656873453e-05
20,0.26152917742729187,0.8291887640953064,0.5038895010948181,0.41750723123550415,0.814498782157898,0.4190956950187683,1.0000000656873453e-05
21,0.2616436779499054,0.8286018967628479,0.5043028593063354,0.4162353575229645,0.8149780631065369,0.41936391592025757,1.0000000656873453e-05
22,0.2605709135532379,0.8289216160774231,0.5050253868103027,0.41633811593055725,0.8143738508224487,0.420156866312027,1.0000000656873453e-05
23,0.26037296652793884,0.828846275806427,0.5055171251296997,0.41653600335121155,0.8145309686660767,0.41946759819984436,1.0000001111620804e-06
24,0.26045992970466614,0.8291839361190796,0.5045924186706543,0.41500431299209595,0.8159873485565186,0.41942915320396423,1.0000001111620804e-06
25,0.2609272301197052,0.8290265798568726,0.5055035352706909,0.415689617395401,0.8144505023956299,0.419624000787735,1.0000001111620804e-06
26,0.2608950436115265,0.8291627168655396,0.5045133233070374,0.41575101017951965,0.8145897388458252,0.41934794187545776,1.0000001111620804e-06
27,0.2606690227985382,0.8290354609489441,0.5054669380187988,0.4161573350429535,0.8145737051963806,0.41931620240211487,1.0000001111620804e-06
28,0.26050007343292236,0.8292933106422424,0.5058733820915222,0.41580164432525635,0.8148203492164612,0.41910719871520996,1.000000082740371e-07
29,0.26023197174072266,0.8294245600700378,0.5055819749832153,0.41614797711372375,0.8138183355331421,0.41919007897377014,1.000000082740371e-07
30,0.2601441740989685,0.8290008306503296,0.50604248046875,0.41590043902397156,0.8133382797241211,0.41975370049476624,1.000000082740371e-07
31,0.2600712776184082,0.8294073343276978,0.5058168172836304,0.4151446521282196,0.8142601251602173,0.41973549127578735,1.000000082740371e-08
32,0.2599007785320282,0.8291584849357605,0.5061370730400085,0.415487140417099,0.8139691948890686,0.4197412133216858,1.000000082740371e-08
33,0.25975844264030457,0.8292118906974792,0.5064432621002197,0.41613394021987915,0.814143717288971,0.41957950592041016,1.000000082740371e-08
34,0.26048994064331055,0.8290377855300903,0.5059720873832703,0.4164183437824249,0.8142383098602295,0.4189906120300293,1.000000082740371e-09
