,loss,accuracy,val_loss,val_accuracy,lr
0,0.3936702013015747,0.8936854600906372,0.34224575757980347,0.8806752562522888,0.0010000000474974513
1,0.3306758403778076,0.8790069222450256,0.3320302665233612,0.8777117729187012,0.0010000000474974513
2,0.3141532242298126,0.8760323524475098,0.3244847059249878,0.8769175410270691,0.0010000000474974513
3,0.30148375034332275,0.8737803101539612,0.3226241171360016,0.8765711784362793,0.0010000000474974513
4,0.2906206548213959,0.8717681765556335,0.32372480630874634,0.8762016296386719,0.0010000000474974513
5,0.2807781994342804,0.8698877692222595,0.3194343149662018,0.8753414750099182,0.0010000000474974513
6,0.2709316611289978,0.8680580854415894,0.3259769678115845,0.8749839663505554,0.0010000000474974513
7,0.2612730860710144,0.8662264943122864,0.32380425930023193,0.8751427531242371,0.0010000000474974513
8,0.2516399323940277,0.864386260509491,0.33010753989219666,0.8746840953826904,0.0010000000474974513
9,0.2315780520439148,0.8618271350860596,0.3221660256385803,0.8691073060035706,0.00010000000474974513
10,0.22531086206436157,0.8604021668434143,0.32487624883651733,0.8686267733573914,0.00010000000474974513
11,0.2220120131969452,0.8597652316093445,0.33083102107048035,0.8674476742744446,0.00010000000474974513
12,0.21919436752796173,0.8589515089988708,0.32461416721343994,0.8677100539207458,1.0000000656873453e-05
13,0.2178848534822464,0.8589800596237183,0.32702159881591797,0.8676527142524719,1.0000000656873453e-05
14,0.21725831925868988,0.858970582485199,0.3270273208618164,0.8669872879981995,1.0000000656873453e-05
15,0.2169363647699356,0.8589111566543579,0.3258844017982483,0.8668504357337952,9.999999747378752e-06
16,0.21657292544841766,0.8588153123855591,0.3265332579612732,0.8669340014457703,9.999999747378752e-06
17,0.21622082591056824,0.858795702457428,0.32880985736846924,0.8660232424736023,9.999999747378752e-06
18,0.21584764122962952,0.8587324619293213,0.3266136348247528,0.8671109676361084,9.999999747378752e-06
19,0.21557268500328064,0.8587071299552917,0.3257339298725128,0.8673162460327148,9.999999747378752e-06
20,0.21524183452129364,0.8586206436157227,0.32809799909591675,0.866714596748352,9.999999747378752e-06
21,0.21496272087097168,0.8585713505744934,0.3273826539516449,0.8661341071128845,9.999999747378752e-06
22,0.21470801532268524,0.8584722280502319,0.3278447091579437,0.8670917749404907,9.999999747378752e-06
23,0.21436314284801483,0.8584573268890381,0.3277643620967865,0.8673785328865051,9.999999747378752e-06
24,0.2142144739627838,0.8583731651306152,0.32880598306655884,0.8666248321533203,9.999999747378752e-06
25,0.21379967033863068,0.8583709001541138,0.32703062891960144,0.8673152327537537,9.999999747378752e-06
26,0.21354344487190247,0.8582484722137451,0.33490854501724243,0.8665423393249512,9.999999747378752e-06
27,0.2132653445005417,0.8582396507263184,0.3275810182094574,0.866836428642273,9.999999747378752e-06
28,0.2130204290151596,0.8581676483154297,0.32965031266212463,0.8670516014099121,9.999999747378752e-06
29,0.21268588304519653,0.8581621050834656,0.33334803581237793,0.8664891123771667,9.999999747378752e-06
30,0.21253061294555664,0.8580837845802307,0.32876768708229065,0.8666174411773682,9.999999747378752e-06
31,0.21217316389083862,0.8580120801925659,0.3318570852279663,0.8669876456260681,9.999999747378752e-06
32,0.2119402140378952,0.8579483032226562,0.33438947796821594,0.8667190670967102,9.999999747378752e-06
33,0.21161016821861267,0.857975959777832,0.329458087682724,0.8663737177848816,9.999999747378752e-06
34,0.2114136517047882,0.85789555311203,0.3317300081253052,0.8664687275886536,9.999999747378752e-06
35,0.21116165816783905,0.8578588366508484,0.33020418882369995,0.8668742179870605,9.999999747378752e-06
