,loss,accuracy,val_loss,val_accuracy,lr
0,0.4334373474121094,0.8975825905799866,0.28634846210479736,0.8691225647926331,0.0010000000474974513
1,0.26352807879447937,0.8719565272331238,0.25350481271743774,0.8591506481170654,0.0010000000474974513
2,0.23402047157287598,0.8663601875305176,0.2505897581577301,0.8475704193115234,0.0010000000474974513
3,0.2206878513097763,0.8643699884414673,0.24666793644428253,0.8510221838951111,0.0010000000474974513
4,0.2091323733329773,0.8618783950805664,0.23411883413791656,0.867558479309082,0.0010000000474974513
5,0.20394569635391235,0.8598757386207581,0.2333386093378067,0.8800386190414429,0.0010000000474974513
6,0.19287586212158203,0.8591554164886475,0.2415194809436798,0.8684119582176208,0.0010000000474974513
7,0.1857834905385971,0.858893632888794,0.2313304841518402,0.8653400540351868,0.0010000000474974513
8,0.18042300641536713,0.857297420501709,0.22950083017349243,0.870755136013031,0.0010000000474974513
9,0.1752118617296219,0.8565182685852051,0.2351846843957901,0.8747289180755615,0.0010000000474974513
10,0.1691928207874298,0.8554866313934326,0.24205970764160156,0.8768543601036072,0.0010000000474974513
11,0.16339460015296936,0.855573296546936,0.24555101990699768,0.8820932507514954,0.0010000000474974513
12,0.1491522341966629,0.8542927503585815,0.20815925300121307,0.8696660995483398,0.00010000000474974513
13,0.14541791379451752,0.8533140420913696,0.20519661903381348,0.8644698858261108,0.00010000000474974513
14,0.1423977017402649,0.8531287312507629,0.20766998827457428,0.8713351488113403,0.00010000000474974513
15,0.13999754190444946,0.852768063545227,0.21371828019618988,0.8689992427825928,0.00010000000474974513
16,0.1400296986103058,0.8524895906448364,0.21953503787517548,0.862920880317688,0.00010000000474974513
17,0.13717438280582428,0.8521822690963745,0.2043474316596985,0.8631032109260559,1.0000000656873453e-05
18,0.13652732968330383,0.8527324795722961,0.2099817544221878,0.8640135526657104,1.0000000656873453e-05
19,0.13685882091522217,0.8528905510902405,0.21101902425289154,0.8617162108421326,1.0000000656873453e-05
20,0.13634462654590607,0.8523836731910706,0.21039481461048126,0.8659120202064514,1.0000000656873453e-05
21,0.13677863776683807,0.852108359336853,0.2155408412218094,0.8642397522926331,9.999999747378752e-06
22,0.1371617168188095,0.85221928358078,0.21374450623989105,0.8654032945632935,9.999999747378752e-06
23,0.13544167578220367,0.8523218035697937,0.20711785554885864,0.8678011298179626,9.999999747378752e-06
24,0.13566763699054718,0.8518924713134766,0.20878933370113373,0.8639681935310364,9.999999747378752e-06
25,0.13603316247463226,0.8527491688728333,0.20119032263755798,0.8646931648254395,9.999999747378752e-06
26,0.13591469824314117,0.8522554636001587,0.21925212442874908,0.8636595606803894,9.999999747378752e-06
27,0.13571900129318237,0.8522484302520752,0.21972036361694336,0.8623105883598328,9.999999747378752e-06
28,0.13567660748958588,0.8523644208908081,0.2137514352798462,0.8674495220184326,9.999999747378752e-06
29,0.1353924721479416,0.8521941900253296,0.21339942514896393,0.8632746934890747,9.999999747378752e-06
30,0.13540159165859222,0.8521918058395386,0.2022547423839569,0.8636358976364136,9.999999747378752e-06
31,0.1349264681339264,0.852035641670227,0.2087365835905075,0.8639260530471802,9.999999747378752e-06
32,0.13404475152492523,0.8521004915237427,0.21597881615161896,0.8612074851989746,9.999999747378752e-06
33,0.13411837816238403,0.8520785570144653,0.20773309469223022,0.8642072677612305,9.999999747378752e-06
34,0.13492240011692047,0.8523961305618286,0.22182762622833252,0.8660575747489929,9.999999747378752e-06
35,0.1343720406293869,0.8523651361465454,0.2115388959646225,0.8661081790924072,9.999999747378752e-06
36,0.1340121179819107,0.8528226613998413,0.2077934741973877,0.8653223514556885,9.999999747378752e-06
37,0.134404718875885,0.8522235155105591,0.2061557024717331,0.8645968437194824,9.999999747378752e-06
38,0.1340671330690384,0.8521360754966736,0.2198740839958191,0.8635205626487732,9.999999747378752e-06
39,0.1340412199497223,0.8520028591156006,0.20820516347885132,0.8669946789741516,9.999999747378752e-06
40,0.1343027949333191,0.8518688678741455,0.22101742029190063,0.8623984456062317,9.999999747378752e-06
41,0.13376565277576447,0.8525780439376831,0.21217305958271027,0.8621718883514404,9.999999747378752e-06
42,0.1343688666820526,0.8518781065940857,0.2201792299747467,0.8628416061401367,9.999999747378752e-06
43,0.1333850771188736,0.8519652485847473,0.21135514974594116,0.8648761510848999,9.999999747378752e-06
44,0.13390958309173584,0.8524728417396545,0.2109014242887497,0.8619107007980347,9.999999747378752e-06
45,0.13329316675662994,0.8520931005477905,0.205606147646904,0.8636453747749329,9.999999747378752e-06
46,0.1331254541873932,0.8516545295715332,0.21096380054950714,0.8626461625099182,9.999999747378752e-06
47,0.1331467181444168,0.8523608446121216,0.2183595448732376,0.8644958138465881,9.999999747378752e-06
48,0.13209286332130432,0.851984441280365,0.2227984368801117,0.8642076849937439,9.999999747378752e-06
49,0.13258938491344452,0.8518410325050354,0.21353809535503387,0.8631941676139832,9.999999747378752e-06
50,0.1329912394285202,0.8519867658615112,0.20935913920402527,0.866994321346283,9.999999747378752e-06
51,0.13187400996685028,0.8523749113082886,0.21808721125125885,0.8638657331466675,9.999999747378752e-06
52,0.13269798457622528,0.8516060709953308,0.21355704963207245,0.8620645999908447,9.999999747378752e-06
53,0.13283568620681763,0.8518379926681519,0.20906655490398407,0.8627586364746094,9.999999747378752e-06
54,0.13274165987968445,0.8515487313270569,0.21376043558120728,0.8644488453865051,9.999999747378752e-06
55,0.131916806101799,0.8525180816650391,0.20743216574192047,0.8611671924591064,9.999999747378752e-06
