,loss,accuracy,updated_mean_io_u,val_loss,val_accuracy,val_updated_mean_io_u,lr
0,0.6858896017074585,0.9056974649429321,0.10347332805395126,0.5862313508987427,0.841889500617981,0.20268049836158752,0.0010000000474974513
1,0.4826090335845947,0.8686789870262146,0.24544456601142883,0.5041279196739197,0.8364144563674927,0.27541714906692505,0.0010000000474974513
2,0.4336879551410675,0.8583287000656128,0.299844354391098,0.4884473383426666,0.8377140760421753,0.2974277436733246,0.0010000000474974513
3,0.4070223867893219,0.8535631895065308,0.32828712463378906,0.4705316722393036,0.8361518383026123,0.32209041714668274,0.0010000000474974513
4,0.38781189918518066,0.8497112989425659,0.32327696681022644,0.4564286768436432,0.8321734666824341,0.332540363073349,0.0010000000474974513
5,0.3727821409702301,0.8464973568916321,0.33191826939582825,0.44678786396980286,0.8285974264144897,0.3478178083896637,0.0010000000474974513
6,0.36032694578170776,0.8441084623336792,0.3451575040817261,0.44670650362968445,0.8287733197212219,0.35589098930358887,0.0010000000474974513
7,0.3488353490829468,0.8420532941818237,0.356882244348526,0.4376448690891266,0.8300851583480835,0.36581093072891235,0.0010000000474974513
8,0.33799493312835693,0.8402150273323059,0.36366772651672363,0.43558478355407715,0.8197662830352783,0.3742116689682007,0.0010000000474974513
9,0.32960283756256104,0.8388900756835938,0.39455297589302063,0.4355907440185547,0.8197463750839233,0.38019612431526184,0.0010000000474974513
10,0.32135438919067383,0.8371216058731079,0.3854876756668091,0.4410785436630249,0.8233176469802856,0.37340134382247925,0.0010000000474974513
11,0.3152642548084259,0.8357176780700684,0.4119754433631897,0.43785926699638367,0.8177214860916138,0.37801939249038696,0.0010000000474974513
12,0.2869252860546112,0.8323047161102295,0.47210168838500977,0.4121876358985901,0.8150813579559326,0.4063194692134857,0.00010000000474974513
13,0.28058159351348877,0.8317052125930786,0.45133882761001587,0.4101017117500305,0.8124532103538513,0.40962424874305725,0.00010000000474974513
14,0.2778421640396118,0.8306788206100464,0.4777631461620331,0.4121722877025604,0.814919114112854,0.4074627757072449,0.00010000000474974513
15,0.27613985538482666,0.8308309316635132,0.4875265061855316,0.4114276170730591,0.8145455718040466,0.4117640554904938,0.00010000000474974513
16,0.2726987302303314,0.8305541276931763,0.4666178226470947,0.4126347303390503,0.8129456639289856,0.4103313982486725,0.00010000000474974513
17,0.26992106437683105,0.8300941586494446,0.44802942872047424,0.4094657301902771,0.8152918815612793,0.41320905089378357,1.0000000656873453e-05
18,0.269278347492218,0.83011794090271,0.4652726650238037,0.40946105122566223,0.8142867684364319,0.41430264711380005,1.0000000656873453e-05
19,0.2692565619945526,0.8300517797470093,0.43945565819740295,0.4087498188018799,0.8154657483100891,0.41313523054122925,1.0000000656873453e-05
20,0.26815924048423767,0.8300405144691467,0.4828864336013794,0.41061946749687195,0.8139897584915161,0.41310444474220276,1.0000000656873453e-05
21,0.26881301403045654,0.8299150466918945,0.4896201491355896,0.40914109349250793,0.815703809261322,0.41342368721961975,1.0000000656873453e-05
22,0.2679786682128906,0.8296849131584167,0.4894900918006897,0.409610390663147,0.8149489164352417,0.41325291991233826,1.0000000656873453e-05
23,0.26782700419425964,0.8293853998184204,0.4625219404697418,0.4096184968948364,0.8152795433998108,0.4128262996673584,1.0000001111620804e-06
24,0.2671049237251282,0.8297175168991089,0.4474150538444519,0.40872514247894287,0.81511390209198,0.41330307722091675,1.0000001111620804e-06
25,0.26735666394233704,0.8300561904907227,0.4727887213230133,0.40900918841362,0.8152340054512024,0.4133238196372986,1.0000001111620804e-06
26,0.26713472604751587,0.8297418355941772,0.48533424735069275,0.4091379940509796,0.8144528269767761,0.4132675230503082,1.000000082740371e-07
27,0.26728424429893494,0.8296493887901306,0.4963037371635437,0.40950965881347656,0.8148971796035767,0.413261741399765,1.000000082740371e-07
28,0.2673006057739258,0.829460620880127,0.4975435137748718,0.40880087018013,0.815352201461792,0.4135192930698395,1.000000082740371e-07
29,0.26686203479766846,0.8301742076873779,0.4792788326740265,0.40995678305625916,0.813957154750824,0.4130098223686218,1.000000082740371e-08
30,0.2672522962093353,0.829386830329895,0.43644723296165466,0.4088039696216583,0.8150327801704407,0.4131542146205902,1.000000082740371e-08
31,0.2673235237598419,0.8296098113059998,0.4899730086326599,0.40889570116996765,0.814315915107727,0.4135560989379883,1.000000082740371e-08
32,0.26709485054016113,0.8294423818588257,0.44082844257354736,0.40939024090766907,0.8136448264122009,0.41404837369918823,1.000000082740371e-09
33,0.26730087399482727,0.8290372490882874,0.49806660413742065,0.40983474254608154,0.8150263428688049,0.41328248381614685,1.000000082740371e-09
34,0.266646146774292,0.8298096656799316,0.4913930892944336,0.4097396731376648,0.8141183257102966,0.4134237766265869,1.000000082740371e-09
